trade_id,symbol,entry_fill_price,exit_fill_price,slippage_entry,slippage_exit
T000006,SPY_5m,,,0,0
T000006,SPY_5m,,,0,0
T000006,SPY_5m,,,0,0
T000006,SPY_5m,,,0,0
T000006,SPY_5m,,,0,0
T000006,SPY_5m,,,0,0
T000006,SPY_5m,,,0,0
T000006,SPY_5m,,,0,0
T000006,SPY_5m,,,0,0
T000007,SPY_5m,,,0,0
T000007,SPY_5m,,,0,0
T000007,SPY_5m,,,0,0
T000007,SPY_5m,,,0,0
T000007,SPY_5m,,,0,0
T000007,SPY_5m,,,0,0
T000007,SPY_5m,,,0,0
T000007,SPY_5m,,,0,0
T000007,SPY_5m,,,0,0
T000007,SPY_5m,,,0,0
T000007,SPY_5m,,,0,0
T000007,SPY_5m,,,0,0
T000008,SPY_5m,,,0,0
T000008,SPY_5m,,,0,0
T000008,SPY_5m,,,0,0
T000008,SPY_5m,,,0,0
T000008,SPY_5m,,,0,0
T000008,SPY_5m,,,0,0
T000008,SPY_5m,,,0,0
T000008,SPY_5m,,,0,0
T000008,SPY_5m,,,0,0
T000008,SPY_5m,,,0,0
T000008,SPY_5m,,,0,0
T000008,SPY_5m,,,0,0
T000009,SPY_5m,,,0,0
T000009,SPY_5m,,,0,0
T000009,SPY_5m,,,0,0
T000009,SPY_5m,,,0,0
T000009,SPY_5m,,,0,0
T000009,SPY_5m,,,0,0
T000009,SPY_5m,,,0,0
T000009,SPY_5m,,,0,0
T000009,SPY_5m,,,0,0
T000009,SPY_5m,,,0,0
T000009,SPY_5m,,,0,0
T000009,SPY_5m,,,0,0
T000010,SPY_5m,,,0,0
T000010,SPY_5m,,,0,0
T000010,SPY_5m,,,0,0
T000010,SPY_5m,,,0,0
T000010,SPY_5m,,,0,0
T000010,SPY_5m,,,0,0
T000010,SPY_5m,,,0,0
T000010,SPY_5m,,,0,0
T000010,SPY_5m,,,0,0
T000010,SPY_5m,,,0,0
T000011,SPY_5m,,,0,0
T000011,SPY_5m,,,0,0
T000011,SPY_5m,,,0,0
T000011,SPY_5m,,,0,0
T000011,SPY_5m,,,0,0
T000011,SPY_5m,,,0,0
T000011,SPY_5m,,,0,0
T000011,SPY_5m,,,0,0
T000011,SPY_5m,,,0,0
T000011,SPY_5m,,,0,0
T000012,SPY_5m,,,0,0
T000012,SPY_5m,,,0,0
T000012,SPY_5m,,,0,0
T000012,SPY_5m,,,0,0
T000012,SPY_5m,,,0,0
T000012,SPY_5m,,,0,0
T000012,SPY_5m,,,0,0
T000012,SPY_5m,,,0,0
T000012,SPY_5m,,,0,0
T000012,SPY_5m,,,0,0
T000013,SPY_5m,,,0,0
T000013,SPY_5m,,,0,0
T000013,SPY_5m,,,0,0
T000013,SPY_5m,,,0,0
T000013,SPY_5m,,,0,0
T000013,SPY_5m,,,0,0
T000013,SPY_5m,,,0,0
T000013,SPY_5m,,,0,0
T000013,SPY_5m,,,0,0
T000013,SPY_5m,,,0,0
T000014,SPY_5m,,,0,0
T000014,SPY_5m,,,0,0
T000014,SPY_5m,,,0,0
T000014,SPY_5m,,,0,0
T000014,SPY_5m,,,0,0
T000014,SPY_5m,,,0,0
T000014,SPY_5m,,,0,0
T000014,SPY_5m,,,0,0
T000014,SPY_5m,,,0,0
T000014,SPY_5m,,,0,0
T000015,SPY_5m,,,0,0
T000015,SPY_5m,,,0,0
T000015,SPY_5m,,,0,0
T000015,SPY_5m,,,0,0
T000015,SPY_5m,,,0,0
T000015,SPY_5m,,,0,0
T000015,SPY_5m,,,0,0
T000015,SPY_5m,,,0,0
T000015,SPY_5m,,,0,0
T000015,SPY_5m,,,0,0
T000016,SPY_5m,,,0,0
T000016,SPY_5m,,,0,0
T000016,SPY_5m,,,0,0
T000016,SPY_5m,,,0,0
T000016,SPY_5m,,,0,0
T000016,SPY_5m,,,0,0
T000016,SPY_5m,,,0,0
T000016,SPY_5m,,,0,0
T000016,SPY_5m,,,0,0
T000016,SPY_5m,,,0,0
T000017,SPY_5m,,,0,0
T000017,SPY_5m,,,0,0
T000017,SPY_5m,,,0,0
T000017,SPY_5m,,,0,0
T000017,SPY_5m,,,0,0
T000017,SPY_5m,,,0,0
T000017,SPY_5m,,,0,0
T000017,SPY_5m,,,0,0
T000017,SPY_5m,,,0,0
T000017,SPY_5m,,,0,0
T000018,SPY_5m,,,0,0
T000018,SPY_5m,,,0,0
T000018,SPY_5m,,,0,0
T000018,SPY_5m,,,0,0
T000018,SPY_5m,,,0,0
T000018,SPY_5m,,,0,0
T000018,SPY_5m,,,0,0
T000018,SPY_5m,,,0,0
T000018,SPY_5m,,,0,0
T000018,SPY_5m,,,0,0
T000019,SPY_5m,,,0,0
T000019,SPY_5m,,,0,0
T000019,SPY_5m,,,0,0
T000019,SPY_5m,,,0,0
T000019,SPY_5m,,,0,0
T000019,SPY_5m,,,0,0
T000019,SPY_5m,,,0,0
T000019,SPY_5m,,,0,0
T000019,SPY_5m,,,0,0
T000019,SPY_5m,,,0,0
T000020,SPY_5m,,,0,0
T000020,SPY_5m,,,0,0
T000020,SPY_5m,,,0,0
T000020,SPY_5m,,,0,0
T000020,SPY_5m,,,0,0
T000020,SPY_5m,,,0,0
T000020,SPY_5m,,,0,0
T000020,SPY_5m,,,0,0
T000020,SPY_5m,,,0,0
T000020,SPY_5m,,,0,0
T000021,SPY_5m,,,0,0
T000021,SPY_5m,,,0,0
T000021,SPY_5m,,,0,0
T000021,SPY_5m,,,0,0
T000021,SPY_5m,,,0,0
T000021,SPY_5m,,,0,0
T000021,SPY_5m,,,0,0
T000021,SPY_5m,,,0,0
T000021,SPY_5m,,,0,0
T000021,SPY_5m,,,0,0
T000022,SPY_5m,,,0,0
T000022,SPY_5m,,,0,0
T000022,SPY_5m,,,0,0
T000022,SPY_5m,,,0,0
T000022,SPY_5m,,,0,0
T000022,SPY_5m,,,0,0
T000022,SPY_5m,,,0,0
T000022,SPY_5m,,,0,0
T000022,SPY_5m,,,0,0
T000022,SPY_5m,,,0,0
T000023,SPY_5m,,,0,0
T000023,SPY_5m,,,0,0
T000023,SPY_5m,,,0,0
T000023,SPY_5m,,,0,0
T000023,SPY_5m,,,0,0
T000023,SPY_5m,,,0,0
T000023,SPY_5m,,,0,0
T000023,SPY_5m,,,0,0
T000023,SPY_5m,,,0,0
T000023,SPY_5m,,,0,0
T000024,SPY_5m,,,0,0
T000024,SPY_5m,,,0,0
T000024,SPY_5m,,,0,0
T000024,SPY_5m,,,0,0
T000024,SPY_5m,,,0,0
T000024,SPY_5m,,,0,0
T000024,SPY_5m,,,0,0
T000024,SPY_5m,,,0,0
T000024,SPY_5m,,,0,0
T000024,SPY_5m,,,0,0
T000025,SPY_5m,,,0,0
T000025,SPY_5m,,,0,0
T000025,SPY_5m,,,0,0
T000025,SPY_5m,,,0,0
T000025,SPY_5m,,,0,0
T000025,SPY_5m,,,0,0
T000025,SPY_5m,,,0,0
T000025,SPY_5m,,,0,0
T000025,SPY_5m,,,0,0
T000025,SPY_5m,,,0,0
T000026,SPY_5m,,,0,0
T000026,SPY_5m,,,0,0
T000026,SPY_5m,,,0,0
T000026,SPY_5m,,,0,0
T000026,SPY_5m,,,0,0
T000026,SPY_5m,,,0,0
T000026,SPY_5m,,,0,0
T000026,SPY_5m,,,0,0
T000026,SPY_5m,,,0,0
T000026,SPY_5m,,,0,0
T000027,SPY_5m,,,0,0
T000027,SPY_5m,,,0,0
T000027,SPY_5m,,,0,0
T000027,SPY_5m,,,0,0
T000027,SPY_5m,,,0,0
T000027,SPY_5m,,,0,0
T000027,SPY_5m,,,0,0
T000027,SPY_5m,,,0,0
T000027,SPY_5m,,,0,0
T000027,SPY_5m,,,0,0
T000028,SPY_5m,,,0,0
T000028,SPY_5m,,,0,0
T000028,SPY_5m,,,0,0
T000028,SPY_5m,,,0,0
T000028,SPY_5m,,,0,0
T000028,SPY_5m,,,0,0
T000028,SPY_5m,,,0,0
T000028,SPY_5m,,,0,0
T000028,SPY_5m,,,0,0
T000028,SPY_5m,,,0,0
T000029,SPY_5m,,,0,0
T000029,SPY_5m,,,0,0
T000029,SPY_5m,,,0,0
T000029,SPY_5m,,,0,0
T000029,SPY_5m,,,0,0
T000029,SPY_5m,,,0,0
T000029,SPY_5m,,,0,0
T000029,SPY_5m,,,0,0
T000029,SPY_5m,,,0,0
T000029,SPY_5m,,,0,0
T000030,SPY_5m,,,0,0
T000030,SPY_5m,,,0,0
T000030,SPY_5m,,,0,0
T000030,SPY_5m,,,0,0
T000030,SPY_5m,,,0,0
T000030,SPY_5m,,,0,0
T000030,SPY_5m,,,0,0
T000030,SPY_5m,,,0,0
T000030,SPY_5m,,,0,0
T000030,SPY_5m,,,0,0
T000031,SPY_5m,,,0,0
T000031,SPY_5m,,,0,0
T000031,SPY_5m,,,0,0
T000031,SPY_5m,,,0,0
T000031,SPY_5m,,,0,0
T000031,SPY_5m,,,0,0
T000031,SPY_5m,,,0,0
T000031,SPY_5m,,,0,0
T000031,SPY_5m,,,0,0
T000031,SPY_5m,,,0,0
T000032,SPY_5m,,,0,0
T000032,SPY_5m,,,0,0
T000032,SPY_5m,,,0,0
T000032,SPY_5m,,,0,0
T000032,SPY_5m,,,0,0
T000032,SPY_5m,,,0,0
T000032,SPY_5m,,,0,0
T000032,SPY_5m,,,0,0
T000032,SPY_5m,,,0,0
T000032,SPY_5m,,,0,0
T000033,SPY_5m,,,0,0
T000033,SPY_5m,,,0,0
T000033,SPY_5m,,,0,0
T000033,SPY_5m,,,0,0
T000033,SPY_5m,,,0,0
T000033,SPY_5m,,,0,0
T000033,SPY_5m,,,0,0
T000033,SPY_5m,,,0,0
T000033,SPY_5m,,,0,0
T000033,SPY_5m,,,0,0
T000034,SPY_5m,,,0,0
T000034,SPY_5m,,,0,0
T000034,SPY_5m,,,0,0
T000034,SPY_5m,,,0,0
T000034,SPY_5m,,,0,0
T000034,SPY_5m,,,0,0
T000034,SPY_5m,,,0,0
T000034,SPY_5m,,,0,0
T000034,SPY_5m,,,0,0
T000034,SPY_5m,,,0,0
T000035,SPY_5m,,,0,0
T000035,SPY_5m,,,0,0
T000035,SPY_5m,,,0,0
T000035,SPY_5m,,,0,0
T000035,SPY_5m,,,0,0
T000035,SPY_5m,,,0,0
T000035,SPY_5m,,,0,0
T000035,SPY_5m,,,0,0
T000035,SPY_5m,,,0,0
T000035,SPY_5m,,,0,0
T000036,SPY_5m,,,0,0
T000036,SPY_5m,,,0,0
T000036,SPY_5m,,,0,0
T000036,SPY_5m,,,0,0
T000036,SPY_5m,,,0,0
T000036,SPY_5m,,,0,0
T000036,SPY_5m,,,0,0
T000036,SPY_5m,,,0,0
T000036,SPY_5m,,,0,0
T000036,SPY_5m,,,0,0
T000037,SPY_5m,,,0,0
T000037,SPY_5m,,,0,0
T000037,SPY_5m,,,0,0
T000037,SPY_5m,,,0,0
T000037,SPY_5m,,,0,0
T000037,SPY_5m,,,0,0
T000037,SPY_5m,,,0,0
T000037,SPY_5m,,,0,0
T000037,SPY_5m,,,0,0
T000037,SPY_5m,,,0,0
T000038,SPY_5m,,,0,0
T000038,SPY_5m,,,0,0
T000038,SPY_5m,,,0,0
T000038,SPY_5m,,,0,0
T000038,SPY_5m,,,0,0
T000038,SPY_5m,,,0,0
T000038,SPY_5m,,,0,0
T000038,SPY_5m,,,0,0
T000038,SPY_5m,,,0,0
T000038,SPY_5m,,,0,0
T000039,SPY_5m,,,0,0
T000039,SPY_5m,,,0,0
T000039,SPY_5m,,,0,0
T000039,SPY_5m,,,0,0
T000039,SPY_5m,,,0,0
T000039,SPY_5m,,,0,0
T000039,SPY_5m,,,0,0
T000039,SPY_5m,,,0,0
T000039,SPY_5m,,,0,0
T000039,SPY_5m,,,0,0
T000040,SPY_5m,,,0,0
T000040,SPY_5m,,,0,0
T000040,SPY_5m,,,0,0
T000040,SPY_5m,,,0,0
T000040,SPY_5m,,,0,0
T000040,SPY_5m,,,0,0
T000040,SPY_5m,,,0,0
T000040,SPY_5m,,,0,0
T000040,SPY_5m,,,0,0
T000040,SPY_5m,,,0,0
T000041,SPY_5m,,,0,0
T000041,SPY_5m,,,0,0
T000041,SPY_5m,,,0,0
T000041,SPY_5m,,,0,0
T000041,SPY_5m,,,0,0
T000041,SPY_5m,,,0,0
T000041,SPY_5m,,,0,0
T000041,SPY_5m,,,0,0
T000041,SPY_5m,,,0,0
T000041,SPY_5m,,,0,0
T000042,SPY_5m,,,0,0
T000042,SPY_5m,,,0,0
T000042,SPY_5m,,,0,0
T000042,SPY_5m,,,0,0
T000042,SPY_5m,,,0,0
T000042,SPY_5m,,,0,0
T000042,SPY_5m,,,0,0
T000042,SPY_5m,,,0,0
T000042,SPY_5m,,,0,0
T000042,SPY_5m,,,0,0
T000043,SPY_5m,,,0,0
T000043,SPY_5m,,,0,0
T000043,SPY_5m,,,0,0
T000043,SPY_5m,,,0,0
T000043,SPY_5m,,,0,0
T000043,SPY_5m,,,0,0
T000043,SPY_5m,,,0,0
T000043,SPY_5m,,,0,0
T000043,SPY_5m,,,0,0
T000043,SPY_5m,,,0,0
T000044,SPY_5m,,,0,0
T000044,SPY_5m,,,0,0
T000044,SPY_5m,,,0,0
T000044,SPY_5m,,,0,0
T000044,SPY_5m,,,0,0
T000044,SPY_5m,,,0,0
T000044,SPY_5m,,,0,0
T000044,SPY_5m,,,0,0
T000044,SPY_5m,,,0,0
T000044,SPY_5m,,,0,0
T000045,SPY_5m,,,0,0
T000045,SPY_5m,,,0,0
T000045,SPY_5m,,,0,0
T000045,SPY_5m,,,0,0
T000045,SPY_5m,,,0,0
T000045,SPY_5m,,,0,0
T000045,SPY_5m,,,0,0
T000045,SPY_5m,,,0,0
T000045,SPY_5m,,,0,0
T000045,SPY_5m,,,0,0
T000046,SPY_5m,,,0,0
T000046,SPY_5m,,,0,0
T000046,SPY_5m,,,0,0
T000046,SPY_5m,,,0,0
T000046,SPY_5m,,,0,0
T000046,SPY_5m,,,0,0
T000046,SPY_5m,,,0,0
T000046,SPY_5m,,,0,0
T000046,SPY_5m,,,0,0
T000046,SPY_5m,,,0,0
T000047,SPY_5m,,,0,0
T000047,SPY_5m,,,0,0
T000047,SPY_5m,,,0,0
T000047,SPY_5m,,,0,0
T000047,SPY_5m,,,0,0
T000047,SPY_5m,,,0,0
T000047,SPY_5m,,,0,0
T000047,SPY_5m,,,0,0
T000047,SPY_5m,,,0,0
T000047,SPY_5m,,,0,0
T000048,SPY_5m,,,0,0
T000048,SPY_5m,,,0,0
T000048,SPY_5m,,,0,0
T000048,SPY_5m,,,0,0
T000048,SPY_5m,,,0,0
T000048,SPY_5m,,,0,0
T000048,SPY_5m,,,0,0
T000048,SPY_5m,,,0,0
T000048,SPY_5m,,,0,0
T000048,SPY_5m,,,0,0
T000049,SPY_5m,,,0,0
T000049,SPY_5m,,,0,0
T000049,SPY_5m,,,0,0
T000049,SPY_5m,,,0,0
T000049,SPY_5m,,,0,0
T000049,SPY_5m,,,0,0
T000049,SPY_5m,,,0,0
T000049,SPY_5m,,,0,0
T000049,SPY_5m,,,0,0
T000049,SPY_5m,,,0,0
T000050,SPY_5m,,,0,0
T000050,SPY_5m,,,0,0
T000050,SPY_5m,,,0,0
T000050,SPY_5m,,,0,0
T000050,SPY_5m,,,0,0
T000050,SPY_5m,,,0,0
T000050,SPY_5m,,,0,0
T000050,SPY_5m,,,0,0
T000050,SPY_5m,,,0,0
T000050,SPY_5m,,,0,0
T000051,SPY_5m,,,0,0
T000051,SPY_5m,,,0,0
T000051,SPY_5m,,,0,0
T000051,SPY_5m,,,0,0
T000051,SPY_5m,,,0,0
T000051,SPY_5m,,,0,0
T000051,SPY_5m,,,0,0
T000051,SPY_5m,,,0,0
T000051,SPY_5m,,,0,0
T000051,SPY_5m,,,0,0
T000052,SPY_5m,,,0,0
T000052,SPY_5m,,,0,0
T000052,SPY_5m,,,0,0
T000052,SPY_5m,,,0,0
T000052,SPY_5m,,,0,0
T000052,SPY_5m,,,0,0
T000052,SPY_5m,,,0,0
T000052,SPY_5m,,,0,0
T000052,SPY_5m,,,0,0
T000052,SPY_5m,,,0,0
T000053,SPY_5m,,,0,0
T000053,SPY_5m,,,0,0
T000053,SPY_5m,,,0,0
T000053,SPY_5m,,,0,0
T000053,SPY_5m,,,0,0
T000053,SPY_5m,,,0,0
T000053,SPY_5m,,,0,0
T000053,SPY_5m,,,0,0
T000053,SPY_5m,,,0,0
T000053,SPY_5m,,,0,0
T000054,SPY_5m,,,0,0
T000054,SPY_5m,,,0,0
T000054,SPY_5m,,,0,0
T000054,SPY_5m,,,0,0
T000054,SPY_5m,,,0,0
T000054,SPY_5m,,,0,0
T000054,SPY_5m,,,0,0
T000054,SPY_5m,,,0,0
T000054,SPY_5m,,,0,0
T000054,SPY_5m,,,0,0
T000055,SPY_5m,,,0,0
T000055,SPY_5m,,,0,0
T000055,SPY_5m,,,0,0
T000055,SPY_5m,,,0,0
T000055,SPY_5m,,,0,0
T000055,SPY_5m,,,0,0
T000055,SPY_5m,,,0,0
T000055,SPY_5m,,,0,0
T000055,SPY_5m,,,0,0
T000055,SPY_5m,,,0,0
T000056,SPY_5m,,,0,0
T000056,SPY_5m,,,0,0
T000056,SPY_5m,,,0,0
T000056,SPY_5m,,,0,0
T000056,SPY_5m,,,0,0
T000056,SPY_5m,,,0,0
T000056,SPY_5m,,,0,0
T000056,SPY_5m,,,0,0
T000056,SPY_5m,,,0,0
T000056,SPY_5m,,,0,0
T000057,SPY_5m,,,0,0
T000057,SPY_5m,,,0,0
T000057,SPY_5m,,,0,0
T000057,SPY_5m,,,0,0
T000057,SPY_5m,,,0,0
T000057,SPY_5m,,,0,0
T000057,SPY_5m,,,0,0
T000057,SPY_5m,,,0,0
T000057,SPY_5m,,,0,0
T000057,SPY_5m,,,0,0
T000058,SPY_5m,,,0,0
T000058,SPY_5m,,,0,0
T000058,SPY_5m,,,0,0
T000058,SPY_5m,,,0,0
T000058,SPY_5m,,,0,0
T000058,SPY_5m,,,0,0
T000058,SPY_5m,,,0,0
T000058,SPY_5m,,,0,0
T000058,SPY_5m,,,0,0
T000058,SPY_5m,,,0,0
T000059,SPY_5m,,,0,0
T000059,SPY_5m,,,0,0
T000059,SPY_5m,,,0,0
T000059,SPY_5m,,,0,0
T000059,SPY_5m,,,0,0
T000059,SPY_5m,,,0,0
T000059,SPY_5m,,,0,0
T000059,SPY_5m,,,0,0
T000059,SPY_5m,,,0,0
T000059,SPY_5m,,,0,0
T000060,SPY_5m,,,0,0
T000060,SPY_5m,,,0,0
T000060,SPY_5m,,,0,0
T000060,SPY_5m,,,0,0
T000060,SPY_5m,,,0,0
T000060,SPY_5m,,,0,0
T000060,SPY_5m,,,0,0
T000060,SPY_5m,,,0,0
T000060,SPY_5m,,,0,0
T000060,SPY_5m,,,0,0
T000061,SPY_5m,,,0,0
T000061,SPY_5m,,,0,0
T000061,SPY_5m,,,0,0
T000061,SPY_5m,,,0,0
T000061,SPY_5m,,,0,0
T000061,SPY_5m,,,0,0
T000061,SPY_5m,,,0,0
T000061,SPY_5m,,,0,0
T000061,SPY_5m,,,0,0
T000061,SPY_5m,,,0,0
T000062,SPY_5m,,,0,0
T000062,SPY_5m,,,0,0
T000062,SPY_5m,,,0,0
T000062,SPY_5m,,,0,0
T000062,SPY_5m,,,0,0
T000062,SPY_5m,,,0,0
T000062,SPY_5m,,,0,0
T000062,SPY_5m,,,0,0
T000062,SPY_5m,,,0,0
T000062,SPY_5m,,,0,0
T000063,SPY_5m,,,0,0
T000063,SPY_5m,,,0,0
T000063,SPY_5m,,,0,0
T000063,SPY_5m,,,0,0
T000063,SPY_5m,,,0,0
T000063,SPY_5m,,,0,0
T000063,SPY_5m,,,0,0
T000063,SPY_5m,,,0,0
T000063,SPY_5m,,,0,0
T000063,SPY_5m,,,0,0
T000064,SPY_5m,,,0,0
T000064,SPY_5m,,,0,0
T000064,SPY_5m,,,0,0
T000064,SPY_5m,,,0,0
T000064,SPY_5m,,,0,0
T000064,SPY_5m,,,0,0
T000064,SPY_5m,,,0,0
T000064,SPY_5m,,,0,0
T000064,SPY_5m,,,0,0
T000064,SPY_5m,,,0,0
T000065,SPY_5m,,,0,0
T000065,SPY_5m,,,0,0
T000065,SPY_5m,,,0,0
T000065,SPY_5m,,,0,0
T000065,SPY_5m,,,0,0
T000065,SPY_5m,,,0,0
T000065,SPY_5m,,,0,0
T000065,SPY_5m,,,0,0
T000065,SPY_5m,,,0,0
T000065,SPY_5m,,,0,0
T000066,SPY_5m,,,0,0
T000066,SPY_5m,,,0,0
T000066,SPY_5m,,,0,0
T000066,SPY_5m,,,0,0
T000066,SPY_5m,,,0,0
T000066,SPY_5m,,,0,0
T000066,SPY_5m,,,0,0
T000066,SPY_5m,,,0,0
T000066,SPY_5m,,,0,0
T000066,SPY_5m,,,0,0
T000067,SPY_5m,,,0,0
T000067,SPY_5m,,,0,0
T000067,SPY_5m,,,0,0
T000067,SPY_5m,,,0,0
T000067,SPY_5m,,,0,0
T000067,SPY_5m,,,0,0
T000067,SPY_5m,,,0,0
T000067,SPY_5m,,,0,0
T000067,SPY_5m,,,0,0
T000067,SPY_5m,,,0,0
T000068,SPY_5m,,,0,0
T000068,SPY_5m,,,0,0
T000068,SPY_5m,,,0,0
T000068,SPY_5m,,,0,0
T000068,SPY_5m,,,0,0
T000068,SPY_5m,,,0,0
T000068,SPY_5m,,,0,0
T000068,SPY_5m,,,0,0
T000068,SPY_5m,,,0,0
T000068,SPY_5m,,,0,0
T000069,SPY_5m,,,0,0
T000069,SPY_5m,,,0,0
T000069,SPY_5m,,,0,0
T000069,SPY_5m,,,0,0
T000069,SPY_5m,,,0,0
T000069,SPY_5m,,,0,0
T000069,SPY_5m,,,0,0
T000069,SPY_5m,,,0,0
T000069,SPY_5m,,,0,0
T000069,SPY_5m,,,0,0
T000070,SPY_5m,,,0,0
T000070,SPY_5m,,,0,0
T000070,SPY_5m,,,0,0
T000070,SPY_5m,,,0,0
T000070,SPY_5m,,,0,0
T000070,SPY_5m,,,0,0
T000070,SPY_5m,,,0,0
T000070,SPY_5m,,,0,0
T000070,SPY_5m,,,0,0
T000070,SPY_5m,,,0,0
T000071,SPY_5m,,,0,0
T000071,SPY_5m,,,0,0
T000071,SPY_5m,,,0,0
T000071,SPY_5m,,,0,0
T000071,SPY_5m,,,0,0
T000071,SPY_5m,,,0,0
T000071,SPY_5m,,,0,0
T000071,SPY_5m,,,0,0
T000071,SPY_5m,,,0,0
T000071,SPY_5m,,,0,0
T000072,SPY_5m,,,0,0
T000072,SPY_5m,,,0,0
T000072,SPY_5m,,,0,0
T000072,SPY_5m,,,0,0
T000072,SPY_5m,,,0,0
T000072,SPY_5m,,,0,0
T000072,SPY_5m,,,0,0
T000072,SPY_5m,,,0,0
T000072,SPY_5m,,,0,0
T000072,SPY_5m,,,0,0
T000073,SPY_5m,,,0,0
T000073,SPY_5m,,,0,0
T000073,SPY_5m,,,0,0
T000073,SPY_5m,,,0,0
T000073,SPY_5m,,,0,0
T000073,SPY_5m,,,0,0
T000073,SPY_5m,,,0,0
T000073,SPY_5m,,,0,0
T000073,SPY_5m,,,0,0
T000073,SPY_5m,,,0,0
T000074,SPY_5m,,,0,0
T000074,SPY_5m,,,0,0
T000074,SPY_5m,,,0,0
T000074,SPY_5m,,,0,0
T000074,SPY_5m,,,0,0
T000074,SPY_5m,,,0,0
T000074,SPY_5m,,,0,0
T000074,SPY_5m,,,0,0
T000074,SPY_5m,,,0,0
T000074,SPY_5m,,,0,0
T000075,SPY_5m,,,0,0
T000075,SPY_5m,,,0,0
T000075,SPY_5m,,,0,0
T000075,SPY_5m,,,0,0
T000075,SPY_5m,,,0,0
T000075,SPY_5m,,,0,0
T000075,SPY_5m,,,0,0
T000075,SPY_5m,,,0,0
T000075,SPY_5m,,,0,0
T000075,SPY_5m,,,0,0
T000076,SPY_5m,,,0,0
T000076,SPY_5m,,,0,0
T000076,SPY_5m,,,0,0
T000076,SPY_5m,,,0,0
T000076,SPY_5m,,,0,0
T000076,SPY_5m,,,0,0
T000076,SPY_5m,,,0,0
T000076,SPY_5m,,,0,0
T000076,SPY_5m,,,0,0
T000076,SPY_5m,,,0,0
T000077,SPY_5m,,,0,0
T000077,SPY_5m,,,0,0
T000077,SPY_5m,,,0,0
T000077,SPY_5m,,,0,0
T000077,SPY_5m,,,0,0
T000077,SPY_5m,,,0,0
T000077,SPY_5m,,,0,0
T000077,SPY_5m,,,0,0
T000077,SPY_5m,,,0,0
T000077,SPY_5m,,,0,0
T000078,SPY_5m,,,0,0
T000078,SPY_5m,,,0,0
T000078,SPY_5m,,,0,0
T000078,SPY_5m,,,0,0
T000078,SPY_5m,,,0,0
T000078,SPY_5m,,,0,0
T000078,SPY_5m,,,0,0
T000078,SPY_5m,,,0,0
T000078,SPY_5m,,,0,0
T000078,SPY_5m,,,0,0
T000079,SPY_5m,,,0,0
T000079,SPY_5m,,,0,0
T000079,SPY_5m,,,0,0
T000079,SPY_5m,,,0,0
T000079,SPY_5m,,,0,0
T000079,SPY_5m,,,0,0
T000079,SPY_5m,,,0,0
T000079,SPY_5m,,,0,0
T000079,SPY_5m,,,0,0
T000079,SPY_5m,,,0,0
T000080,SPY_5m,,,0,0
T000080,SPY_5m,,,0,0
T000080,SPY_5m,,,0,0
T000080,SPY_5m,,,0,0
T000080,SPY_5m,,,0,0
T000080,SPY_5m,,,0,0
T000080,SPY_5m,,,0,0
T000080,SPY_5m,,,0,0
T000080,SPY_5m,,,0,0
T000080,SPY_5m,,,0,0
